Date,Close,High,Low,Open,Volume
2024-01-11,10.189035415649414,10.241242623030868,10.067219151629628,10.22383994396858,48692000
2024-01-12,9.971508026123047,10.241243773245195,9.928002153386506,10.136829346755297,55030100
2024-01-16,9.971508026123047,10.006312558351178,9.727876300526123,9.83228989721052,45207700
2024-01-17,9.806185722351074,9.840990251089805,9.666966777590732,9.719173985601538,52671300
2024-01-18,9.562554359436035,9.84099145316226,9.536451167144849,9.788784238774367,71667200
2024-01-19,9.745277404785156,9.7626800844681,9.423335298899655,9.519047547739527,61143300
2024-01-22,9.745277404785156,9.919300052587394,9.693071025347205,9.771380594504132,45479600
2024-01-23,9.893195152282715,9.971505537704802,9.780080243318066,9.88449381394575,45465200
2024-01-24,9.597357749938965,9.96280571773405,9.57125456075515,9.954104378070971,59064600
2024-01-25,9.867093086242676,9.884494935085097,9.597357375839337,9.64956458197738,49356700
2024-01-26,9.910599708557129,10.006311959000211,9.832289308283038,9.919300218738897,35837000
2024-01-29,10.049817085266113,10.058518424609282,9.83228858051925,9.901897635653816,58249600
2024-01-30,10.249942779541016,10.328253173011895,10.110724671061842,10.241242270115103,70213300
2024-01-31,10.197736740112305,10.432667098468187,10.197736740112305,10.232541268380043,74558900
2024-02-01,10.528380393981934,10.563184922978344,10.110725216219585,10.284747861201636,81065800
2024-02-02,10.56318473815918,10.606689776289434,10.38916126641651,10.467471662739628,73130900
2024-02-05,10.084622383117676,10.51097808583416,10.041116512884157,10.450070365390507,81026800
2024-02-06,10.502276420593262,10.528380439808261,10.110725260228005,10.12812793970467,98636800
2024-02-07,11.137458801269531,11.294078749060931,10.615390095817315,11.076550260090062,137224000
2024-02-08,11.16356372833252,11.224471449203984,10.91123067497229,11.198368258802708,68653900
2024-02-09,11.03304672241211,11.24187390099144,10.998242192648886,11.14616165159394,47649600
2024-02-12,11.294078826904297,11.372389216242409,10.998240776901358,11.033045302184371,54036500
2024-02-13,11.03304672241211,11.224471221207107,10.859023243790555,11.11135712183072,67907700
2024-02-14,10.928632736206055,11.12875856762486,10.893828207706896,11.067850850202687,52978800
2024-02-15,11.187774658203125,11.214582185360989,11.000120263706238,11.035863917315362,57811800
2024-02-16,10.99118423461914,11.178838630778342,10.955440580693384,11.098415196396408,43228600
2024-02-20,10.946504592895508,11.017991901653028,10.812466102024143,10.892888685229398,44591000
2024-02-21,10.848210334777832,11.009056361959825,10.767786895088841,10.910761520226608,41835800
2024-02-22,10.830337524414062,10.937568487761219,10.767786342177208,10.839273651075311,36980500
2024-02-23,10.848210334777832,10.955441303631156,10.803530551373283,10.81246667849339,32152100
2024-02-26,10.678426742553711,10.964376829340484,10.678426742553711,10.839273613109025,40241300
2024-02-27,10.723105430603027,10.875016159045572,10.687361779922185,10.740977682041375,36508800
2024-02-28,10.99118423461914,11.080542943335566,10.687362750152248,10.69629887668267,51447900
2024-02-29,11.11628532409668,11.143093700617541,11.00905437460073,11.053734149939668,43098500
2024-03-01,11.125223159790039,11.295006161738137,11.009056066929752,11.196710470443143,48761400
2024-03-04,11.38436508178711,11.643506800684444,11.23245433082702,11.23245433082702,81871700
2024-03-05,11.241389274597168,11.384363883463923,11.16990197016379,11.303940452927401,47896200
2024-03-06,11.062671661376953,11.232453806300203,11.017991880440537,11.187774877559727,48834500
2024-03-07,11.089478492736816,11.143094396933085,10.955440010539972,11.089478492736816,38971000
2024-03-08,10.883954048156738,11.187775554266256,10.848210391684795,11.107352114155384,54723800
2024-03-11,10.82140064239502,10.937567724294704,10.794593116478442,10.839272894469994,35135400
2024-03-12,10.82140064239502,10.866080420386574,10.74991333848689,10.848209020507483,31245200
2024-03-13,11.05373477935791,11.152029608943979,10.821400616122608,10.8303367421384,50595300
2024-03-14,10.794593811035156,11.053735517425062,10.73204262913978,11.026927989783607,52619900
2024-03-15,10.77672290802002,10.96437731457397,10.740979252114313,10.767786780994598,88254000
2024-03-18,10.883954048156738,10.892889323127731,10.705234913601029,10.848210391684795,36599200
2024-03-19,10.99118423461914,11.035864015075319,10.821401239324851,10.821401239324851,32668700
2024-03-20,11.527339935302734,11.545212189746241,10.955441428246473,10.955441428246473,67721500
2024-03-21,11.545210838317871,11.67031404819043,11.429043754621045,11.545210838317871,55822500
2024-03-22,11.536274909973145,11.580954689422104,11.482659856391122,11.50053125685316,33137500
2024-03-25,11.527339935302734,11.670315414262797,11.38436530853867,11.545212189746241,39063500
2024-03-26,11.11628532409668,11.58095362410829,11.10735005078556,11.58095362410829,67140200
2024-03-27,11.67031478881836,11.67925006336525,11.18777502325228,11.196710297799171,53555800
2024-03-28,11.866905212402344,11.884777467015187,11.661379397530677,11.679250799947514,61846400
2024-04-01,11.875840187072754,11.956263620632864,11.741801699269853,11.911583840633256,35898300
2024-04-02,11.866905212402344,11.947328653768128,11.697123054560358,11.759674241313299,42653400
2024-04-03,12.19753360748291,12.224341987983475,11.822224802434578,11.840097056101623,57498900
