date,day,action,price,shares,expected_profit,reason
09.01.2026,0,🟢 ПОКУПАТЬ,185.59539794921875,5.38806463441304,314.9825480327557,Прогнозируется рост до $244.05 (+31.5%)
14.01.2026,5,🔴 ФИНАЛЬНАЯ ПРОДАЖА,244.05470929841695,5.38806463441304,314.9825480327557,Закрытие позиции (+31.5%)
