date,day,action,price,shares,expected_profit,reason
09.01.2026,0,📉 КОРОТКАЯ ПРОДАЖА,653.0599975585938,0.7656264384117925,270.58890320856864,Прогнозируется падение до $299.64 (-54.1%)
14.01.2026,5,📈 ПОКРЫТЬ КОРОТКУЮ,299.638420621053,,270.5889032085686,Прибыль от короткой продажи: $270.59
